Clave|Revista|Color|Tipo de licencia|Acceso|Autoarchivo|Versiones de autoarchivo
455|Población & Sociedad. Revista de Estudios Sociales|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
456|REVISTA DE LA ASOCIACIÓN ESPAÑOLA DE NEUROPSIQUIATRÍA|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
457|Revista Finanzas y Política Económica|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
458|Revista Científica General José María Córdova|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
459|Revista de Administração da Universidade Federal de Santa Maria|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
461|Remark - Revista Brasileira de Marketing|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
462|e-l@tina. Revista electrónica de estudios latinoamericanos|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
463|Revista de Saúde Pública|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
464|Exacta|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
465|"Boletín del Instituto de Historia Argentina y Americana ""Dr. Emilio Ravignani"""|Azul|Atribución-No Comercial - CC BY-NC|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
468|Revista de Investigación Educativa|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
469|Cultivos Tropicales|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
470|Revista Educación|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
471|Innovation & Management Review|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
472|INTERCIENCIA - Revista de Ciencia y Tecnología de las Américas|Blanca|Ninguna|Gratuito online - suscripción versión impresa|No|Desconocido
473|Revista Colombiana de Ciencia Animal - RECIA|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
474|Revista de Historia de América|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
475|FISIOTERAPIA EM MOVIMENTO|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
476|JOURNAL OF VETERINARY ANDROLOGY|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
477|Interacciones: Revista de Avances en Psicología|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
478|PODIUM Sport, Leisure and Tourism Review|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
479|MISES: Interdisciplinary Journal of Philosophy, Law and Economics|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
480|Biblios: Revista de bibliotecologia y ciencias de la información|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
481|Areté, Revista Digital del Doctorado en Educación de la Universidad Central de Venezuela|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
482|Revista Eletrônica de Ciência Administrativa|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
483|BuenGobierno|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
484|Revista de Ciências Sociais|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
485|Anos 90: Revista do Programa de Pós-Graduação em História da Universidade Federal do Rio Grande do Sul|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
486|Apuntes. Revista de ciencias sociales|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
487|Revista Afro-Ásia|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
488|Sociedade e Cultura|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
489|Revista de Estudos e Pesquisas sobre as Américas|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
490|Revista Veredas do Direito|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
491|Revista Verde de Agroecologia e Desenvolvimento Sustentável|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
492|Studia Historica: Historia Moderna|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
493|Case reports|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
494|BAR - Brazilian Administration Review|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
495|Revista Electrónica de Investigación e Innovación Educativa|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
496|Revista Científica Arbitrada de la Fundación MenteClara|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
497|INTERNEXT|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
498|Revista Brasileira de História da Educação|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
499|Revista Expressão Católica|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
500|Revista Fitos|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
501|História Unisinos|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
502|Vergentis. Revista de Investigación de la Cátedra Internacional conjunta Inocencio III|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
503|México y la Cuenca del Pacífico|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
504|Texto Livre: Linguagem e Tecnologia|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
505|Revista Textura (ULBRA)|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
506|Revista Agrária Académica|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
507|Revista de Epidemiologia e Controle de Infecção|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
508|ACTIO: Docência em Ciências|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
509|Investigaciones Geográficas|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
510|Ciencia Animal Brasileira|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
511|Argumentum|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
512|Journal of Health and Biological Sciences|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
513|REVISTA LOGOS, CIENCIA & TECNOLOGÍA|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
514|Magis, Revista Internacional de Investigación en Educación|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
515|Revista Digital de Postgrado|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
516|Áltera Revista de Antropologia|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
517|Revista de Gestão Ambiental e Sustentabilidade|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
518|Revista Ibero Americana de Estratégia|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
519|Innoeduca. International Journal of Technology and Educational Innovation|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
520|MOTRIZ REVISTA DE REVISTA DE EDUCAÇÃO FÍSICA|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
521|Revista Estudos Institucionais|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
523|Revista de Carreiras e Pessoas|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
524|Research, Society and Development|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
525|igilância Sanitária em Debate: Sociedade, Ciência & Tecnologia|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
526|Journal of Business, Universidad del Pacífico (Lima, Peru)|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
527|Brazilian Political Science Review|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
528|Ciência & Saúde Coletiva|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
529|Revista Brasileira de Gestão e Desenvolvimento Regional|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
530|Revista Academia & Negocios|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
531|Revista de Derecho|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
532|SEMIOSES: INOVAÇÃO, DESENVOLVIMENTO E SUSTENTABILIDADE|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
533|Revista da Escola de Enfermagem da USP|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
534|Texto & Contexto Enfermagem|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
535|EDUCAR EM REVISTA|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
536|Ingeniería e Investigación|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
537|Revista Latinoamericana de Filosofía Política|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
538|avances en Investigación Agropecuaria|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
539|Economia e Sociedade|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
540|Cadernos Brasileiros de Terapia Ocupacional/Brazilian Journal of Occupational Therapy|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
541|Ciência & Educação (Bauru)|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
542|Heródoto - Revista do Grupo de Estudos e Pesquisas sobre a Antiguidade Clássica e suas Conexões Afro-asiáticas|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
543|Interacciones|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
544|Revista Produção e Desenvolvimento|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
545|Revista de la Facultad de Derecho|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
546|Revista Tempos e Espaços em Educação|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
547|Archivos de Zootecnia|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
548|revista estudios ambientales|Verde|Atribución - CC BY|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
549|SINERGIA|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
550|La Palabra|Verde|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
551|Revista Portuguesa de Educação|Verde|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
552|Boletin de Antropologia Universidad de Antioquia|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
553|Revista IUSTA|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
554|Via Inveniendi Et Iudicandi|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
555|SIGNOS-Investigación en sistemas de gestión|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
556|Perspectivas de las Ciencias Económicas y Jurídicas|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
557|Revista Escuela de Ciencias Químicas infoANALÍTICA|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
558|Revista Tecnología y Ciencia|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
559|Revista Internacional de apoyo a la inclusión, logopedia, sociedad y multiculturalidad|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
560|Ética y Cine Journal|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
561|Autoctonía. Revista de Ciencias Sociales e Historia|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
562|Uniandes Episteme. Revista Digital de Ciencia, Tecnología e Innovación|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
563|Revista Ícone|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
564|International Journal of Innovation|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
565|Revista Cubana de Ciencias Forestales|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
566|UPGTO MANAGMENT REVIEW|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
567|Revista Argentina de Investigación en Negocios|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
568|Fórum Empresarial|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
569|Revista Eleuthera|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
570|Revista Visión Contable|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
571|Cadernos do LEPAARQ (UFPEL)|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
572|Journal Health NPEPS|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
573|Revista Internacional de Historia de la Comunicación|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
574|Revista de Estudios de la Administración Local y Autonómica|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
575|Autopsy and Case Reports|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
576|Revista Habanera de Ciencias Médicas|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Pre-print (versión sin evaluar), Post-print (versión editorial)
577|Policromias - Revista de Estudos do Discurso, Imagem e Som|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
578|La Trama de la Comunicación|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
579|Revista de Gestão e Secretariado|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
580|Carnets, Revue électronique d'études françaises|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
581|Revista Colombiana de Educación|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
582|Folios|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
583|Sophia Austral|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
584|Dilemas - Revista de Estudos de Conflito e Controle Social|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
585|Childhood & Philosophy|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
586|Revista Universitaria de Geografía|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
587|Luz|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
588|Revista Electrónica de Investigación en Educación en Ciencias|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
589|Ibn Sina|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
590|Pedagogia y Sociedad|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
591|Arquivo Maaravi: Revista Digital de Estudos Judaicos da UFMG|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
592|Anuario de Investigaciones|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
593|Revista Geintec - Gestão, Inovação e Tecnologias|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
594|Revista de Estudios y Experiencias en Educación|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
595|Revista de Investigación en Tecnologías de la Información|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
596|Avaliação: Revista de Avaliação da Educação Superior|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
597|Revista UNISCI|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
598|Ciudades|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
599|Ingenieria Industrial|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
600|Revista Brasileira de Pesquisa sobre Formação de Professores|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
601|Neutrosophic Sets and Systems|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
602|Revista Mexicana de Investigación Educativa|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
603|Ola Financiera|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
604|IE Revista de Investigación Educativa de la REDIECH|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
605|Acta Bioquímica Clínica Latinoamericana|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
606|JOURNAL OF THE SELVA ANDINA RESEARCH SOCIETY|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
607|Revista Educaciòn Superior y Sociedad|Azul|Atribución-No Comercial - CC BY-NC|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
608|Cuadernos de Herpetología|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
610|CONTRIBUCIONES DESDE COATEPEC|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
611|Millcayac- Revista Digital de Ciencias Sociales|Verde|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
612|Revista de Direito da Faculdade Guanambi|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
613|Estudios Políticos|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
614|Perfiles|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
615|Dialogia|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
616|EcoS - Revista Científica|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
617|Polis México|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
618|FARMACIA HOSPITALARIA|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
619|JOURNAL OF NEGATIVE AND NO POSITIVE RESULTS|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
620|Gaceta Técnica|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
621|Cadernos de Pós-graduação|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
622|Revista de Gestão Ambiental e Sustentabilidade|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
623|Perspectivas en Psicología. Revista de Psicología y Ciencias|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
624|Revista Economía y Política|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
625|Quid 16. Revista del Área de Estudios Urbanos del Instituto de Investigaciones Gino Germani. Facultad de Ciencias Sociales de la Universidad de Buenos Aires|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
626|Forma y Función|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
627|Revista Argentina de Antropología Biológica|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
628|Revista CIS|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
630|Itinerarios Educativos|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
631|ARQUISUR Revista|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
632|Acta Colombiana de Psicología|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
633|Revista Colombiana de Computación|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
634|Apuntes del Cenes|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
635|Ingeniería Industrial|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
636|VacciMonitor|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
637|Avá Revista de Antropología|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
638|Revista de Educación en Ingeniería|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
639|Revista Iberoamericana de Educación Superior|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
640|Revista de Derecho de la Universidad San Sebastián|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
641|Estudios Sociales Contemporáneos|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
642|Revista en Investigación en Actividades Acuáticas|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
643|Revista Científica de la Facultad de Ciencias Químicas y Farmacia|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
644|Revista de la Facultad de Derecho y Ciencias Políticas (Cusco)|Azul|Ninguna|Gratuito despues de un embargo|Sí|Post-print (versión editorial)
645|Iztapalapa. Revista de Ciencias Sociales y Humanidades|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
646|Praxis Filosófica|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
647|Psychologia|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
648|Correspondencias & análisis|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
650|Revista Scripta|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
651|REICE. Revista Iberoamericana sobre Calidad, Eficacia y Cambio en Educación|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
652|Anales de Psicología|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Pre-print (versión sin evaluar), Post-print (versión editorial)
653|Ingenio Magno|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar), Post-print (versión editorial)
654|"Revista Médico-Científica ""Luz y Vida"""|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar), Post-print (versión editorial)
655|Revista Espaço Pedagógico|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
656|Avances|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
657|INDIANA|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
658|Revista de Investigación del Departamento de Humanidades y Ciencias Sociales|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
659|Revista Tecnología, Ciencia y Educación|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
660|Subjetividad y Procesos Cognitivos|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
661|Revista Mexicana de Trastornos Alimentarios|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
662|Navus - Revista de Gestão e Tecnologia|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
663|Opuntia Brava|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
664|Ratio Juris|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
665|Salutem Scientia Spiritus|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
666|Revista de la Facultad de Ciencias Económicas|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
667|Iuris Dictio. Revista de Derecho|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
668|Revista de Educação Matemática|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
